-2,0,25,35,465,19
-2,0,25,34,465,19
-2,0,25,34,465,19
-1,0,25,34,465,18
-1,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,35,465,18
0,0,25,35,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,0,25,34,465,18
0,-1,25,34,464,18
0,-1,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-3,25,34,464,18
0,-1,25,34,464,18
0,0,24,34,465,18
0,0,24,34,465,18
0,0,24,34,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
0,0,25,35,465,18
0,0,25,35,465,18
0,1,24,35,465,18
0,1,24,35,465,18
0,1,25,35,465,18
0,1,25,35,465,18
0,1,24,35,465,18
0,1,24,35,465,18
0,0,24,35,465,18
0,0,24,35,465,18
-2,0,24,36,464,18
-2,0,24,36,464,18
-2,0,24,36,464,18
-6,0,24,35,464,19
-6,0,24,35,464,19
-9,0,24,35,464,19
-9,0,24,35,464,19
-10,0,24,35,464,19
-10,0,24,35,464,19
-10,0,24,35,464,18
-10,0,24,35,464,18
-8,0,24,35,463,18
-8,0,24,35,463,18
-6,0,25,35,462,19
-6,0,25,35,462,19
-6,0,25,35,462,19
-4,0,26,35,462,19
-4,0,26,35,462,19
-2,0,25,35,462,19
-2,0,25,35,462,19
0,0,25,35,462,18
0,0,25,35,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,26,36,462,18
0,0,26,36,462,18
0,0,26,36,462,18
0,0,26,36,462,18
0,0,26,36,462,18
0,0,26,36,462,18
0,0,26,37,462,18
0,0,26,37,462,18
1,0,26,37,462,18
1,0,26,37,462,18
1,0,26,37,462,18
3,0,25,36,462,18
3,0,25,36,462,18
3,0,25,36,462,18
3,0,25,36,462,18
1,0,25,36,462,18
1,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,461,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,462,18
0,0,25,36,463,18
0,0,25,36,463,18
0,0,25,36,463,18
0,0,25,36,463,18
0,0,26,36,463,18
0,0,26,36,463,18
0,0,26,36,463,19
0,0,26,36,463,19
0,0,26,35,463,19
0,0,26,35,463,19
0,0,25,35,463,19
0,0,25,35,463,19
2,0,25,35,463,18
2,0,25,35,463,18
2,0,25,35,463,18
4,2,25,35,463,18
4,2,25,35,463,18
5,4,25,35,463,18
5,4,25,35,463,18
4,4,25,36,463,18
4,4,25,36,463,18
2,3,26,36,463,18
2,3,26,36,463,18
0,2,26,36,463,18
0,2,26,36,463,18
0,2,26,36,463,18
0,2,26,36,463,18
0,2,26,36,463,18
2,2,26,36,463,18
2,2,26,36,463,18
4,2,26,36,463,18
4,2,26,36,463,18
6,0,26,36,463,18
6,0,26,36,463,18
7,0,26,36,463,18
7,0,26,36,463,18
7,0,26,36,463,18
6,0,26,35,464,18
6,0,26,35,464,18
5,0,26,35,464,18
5,0,26,35,464,18
5,0,25,35,464,18
5,0,25,35,464,18
6,0,25,35,465,18
6,0,25,35,465,18
6,0,25,35,465,18
8,0,25,35,465,18
8,0,25,35,465,18
10,-2,25,33,465,18
10,-2,25,33,465,18
10,-4,25,33,465,18
10,-4,25,33,465,18
9,-6,25,32,465,18
9,-6,25,32,465,18
7,-6,25,32,465,18
7,-6,25,32,465,18
